feature_counts@TOEIC_Script	Corrected_TTR,feature_counts@TOEIC_Script	Root_TTR,feature_counts@TOEIC_Script	aoa_freq,feature_counts@TOEIC_Script	aoa_score,feature_counts@TOEIC_Script	concrete_5,feature_counts@TOEIC_Script	concrete_6,feature_counts@TOEIC_Script	concrete_freq,feature_counts@TOEIC_Script	concrete_score,feature_counts@TOEIC_Script	image_5,feature_counts@TOEIC_Script	image_6,feature_counts@TOEIC_Script	image_freq,feature_counts@TOEIC_Script	image_score,feature_counts@TOEIC_Script	listenability_UV_GenSrvcList_token,feature_counts@TOEIC_Script	listenability_UV_GenSrvcList_type,feature_counts@TOEIC_Script	listenability_biber_token,feature_counts@TOEIC_Script	listenability_biber_type,feature_counts@TOEIC_Script	listenability_bnc_token,feature_counts@TOEIC_Script	listenability_bnc_type,feature_counts@TOEIC_Script	listenability_fisher_token,feature_counts@TOEIC_Script	listenability_fisher_type,feature_counts@TOEIC_Script	listenability_micaseBiber_token,feature_counts@TOEIC_Script	listenability_micaseBiber_type,feature_counts@TOEIC_Script	listenability_micase_token,feature_counts@TOEIC_Script	listenability_micase_type,feature_counts@TOEIC_Script	listenability_swb_train_token,feature_counts@TOEIC_Script	listenability_swb_train_type,AccNum,Rbis
2.539,3.5907,2.1579,3.845,2.4574,2.1579,2.9336,3.6196,2.4574,1.8599,2.9513,3.712,9972.2353,3333.0,11848.4815,4876.5,57397.7857,21462.1053,116570.6071,42133.6316,496.8214,170.8421,1573.3043,712.9286,495.1786,679.5263,VE310796,0.34
3.1113,4.4,2.0828,3.02,2.5065,2.2068,2.9643,3.6548,2.4487,2.0828,2.9643,3.7165,20205.6429,14482.1818,18290.913,13065.7,84718.0,58787.4545,145816.16,101155.4545,337.6957,191.3,2098.4762,1508.9444,1516.8,1695.1818,VE310006,0.4
1.8764,2.6536,2.4664,2.82,2.3208,2.2244,2.9627,3.4255,2.3997,2.2244,2.9627,3.5782,29381.9167,15588.0,20195.7917,11799.4615,103001.7917,61889.3077,157908.0833,98592.6154,216.5,194.0769,2644.0526,1447.3636,192.7917,111.7692,VE336202,0.64
2.0801,2.9417,2.2862,2.494,2.4895,0.0,2.9834,3.7124,2.4895,1.5962,2.9834,3.8588,30421.1667,18101.5714,19315.3077,11791.0667,97179.4231,61018.3333,151356.6538,99173.8,227.2692,207.6667,2469.0476,1804.8,749.8077,637.0,VC474372,0.75
2.0801,2.9417,2.1899,2.6225,2.2862,2.0659,2.928,3.4014,2.2862,1.8917,2.9472,3.6291,13843.1429,5067.3333,14945.1154,4805.6,76699.2,25289.2857,146211.6154,44437.8,625.0,178.6667,2045.8182,769.0909,195.1923,260.6667,VF005819,0.36
2.8887,4.0853,2.2391,2.8280000000000003,2.5389,2.3178,2.9183,3.9383,2.5389,2.4423,2.9183,4.0825,9371.1111,7900.7857,11915.1379,9352.2273,49970.7586,40367.9091,121867.1724,87316.4091,3476.2759,2256.7727,1691.3462,1319.6842,6704.3103,4556.5,VE501106,0.2
3.1514,4.4567,2.1428,3.3825,2.1428,1.8449,2.8604,3.4967,2.1428,0.0,2.8604,3.61,16959.8462,12586.4444,13088.72,8310.0,67012.28,40358.619,123965.44,65007.2381,436.2,144.0476,1624.3182,1047.0556,140.2083,131.25,VE083140,0.4
2.875,4.0659,2.1966,3.71,2.3997,1.5085,2.9425,3.5354,2.1004,0.0,2.9425,3.5032,18864.4737,14337.1538,17366.4375,12565.0435,88009.1667,62709.7273,157170.3871,113142.2727,1191.9062,810.5652,2094.8214,1577.7895,1467.5312,1293.6522,VH004321,0.41
3.0735,4.3466,2.2542,3.18,2.5084,2.1579,2.9513,3.6264,2.4574,1.5648,2.9513,3.7624,12461.7647,11831.7692,13593.5714,11701.087,62020.6071,51579.6087,129207.0357,109231.913,1936.7143,2158.2609,2112.381,1975.75,3518.1429,4266.5217,VC390202,0.45
2.6348,3.7262,2.1899,3.2825,2.3651,0.0,2.928,3.6859,2.4317,0.0,2.928,3.9168,12172.0,11248.5,10889.04,8389.8889,54078.3077,41204.4737,110731.2692,83479.4211,225.0,178.5,1278.8571,987.2,2692.3077,2022.2105,VF562738,0.62
2.8311,4.0038,2.3864,3.4638,2.3286,1.4956,2.9292,3.2057,2.0871,0.0,2.9444,3.4217,11226.4737,14059.1818,11680.5,11641.9545,56144.6061,54786.8261,103723.7576,94474.913,268.6875,174.2273,1372.7143,1439.2222,1231.0,579.2609,VE070081,0.14
2.1106,2.9848,1.6669999999999998,2.56,1.6669999999999998,0.0,2.8343,3.594,2.1379,0.0,2.8343,3.9547,10289.0909,6848.0,14401.45,7803.3333,42058.3636,26326.7857,163397.9545,80930.0,9604.6,4062.0833,2268.55,1130.25,12804.9048,5429.5385,VE600805,0.34
2.8284,4.0,2.382,2.82,2.4487,2.2068,2.9827,3.8258,2.5065,2.0828,2.9827,3.955,15134.9333,13938.6364,14789.6667,13148.6842,68858.28,60866.95,113669.92,104564.55,176.36,197.3,1553.9565,1395.9444,1295.0417,677.4737,VE509111,0.51
2.7574,3.8996,2.3845,3.0543,2.4932,2.1428,2.9852,3.6071,2.4423,1.55,2.9852,3.7246,17011.0,11671.5455,16879.069,9645.2857,84917.6897,48106.2381,158000.3793,77638.2381,573.7931,174.4762,2085.8462,1192.8889,111.7931,101.2381,VE310401,0.62
2.1106,2.9848,1.9634,3.0,1.9634,1.6669999999999998,2.8343,3.284,1.9634,1.6669999999999998,2.8343,3.2867,39349.75,20974.6,21799.3889,10765.3846,110795.7778,56459.8462,157949.8333,88724.0769,125.0556,166.0,2852.5,1588.6667,168.8333,174.2308,VC476376,0.28
2.794,3.9513,2.289,3.295,2.2103,1.5219,2.9071,3.1488,2.1141,1.5219,2.9071,3.4444,13039.6875,9713.3,11251.8387,7426.5455,58390.4828,37831.7143,100496.2581,63779.5455,322.0645,206.7273,1433.68,1030.3125,155.069,205.1,VF523701,0.61
2.0616,2.9155,2.1704,2.56,2.3157,1.483,2.9875,3.4376,2.3157,1.7769,2.9875,3.6724,30844.4,16364.1111,26133.4706,13389.2941,122738.6471,64492.1765,181926.2059,104034.0,147.1176,175.5294,3122.931,1937.8333,335.6471,585.4118,VE648068,0.63
1.8974,2.6833,2.3032,2.335,2.4786,2.1790000000000003,3.0004,3.706,2.5453,2.1790000000000003,3.0004,3.807,27602.0769,11240.4286,25422.2,11393.5,122782.2,54822.75,172455.9,80017.6667,101.2,96.25,2675.55,1226.8333,142.55,146.5,VC464644,0.55
1.8764,2.6536,2.1004,3.0,2.3997,2.1004,2.9213,3.845,2.4664,1.6301,2.9213,3.9,11567.5,7066.0,12686.1739,6356.3333,73108.85,32402.5833,155215.8333,74075.7692,2922.2174,1410.75,1625.1429,883.6,2803.9583,1318.3846,VF091808,0.39
3.375,4.773,1.9766,2.8033,2.4506,2.2753,2.8756,3.7333,2.4506,1.5085,2.8933,3.8168,8405.8947,5271.2667,9137.6333,5950.52,43017.25,26146.7037,84027.7812,47661.2593,316.5333,134.12,1166.8,764.45,525.6875,602.3704,VE629931,0.49
3.414,4.8281,2.3178,3.36,2.1428,0.0,2.8806,3.2205,2.0189,0.0,2.8806,3.4241,11861.7,11795.4444,6891.1852,6564.0417,34145.6786,32356.24,63208.2759,58134.4615,145.3333,149.25,943.7,912.6471,2666.7241,1769.6538,VE090668,0.46
3.0773,4.3519,2.1833,3.092,2.1833,1.9634,2.897,3.4396,2.0871,1.4956,2.9134,3.6104,11068.45,5417.2857,10352.0968,5139.2174,52949.0,25769.2083,102564.125,47058.0,382.3226,166.4348,1197.5926,594.2632,351.4839,440.6522,VE636813,0.37
2.3591,3.3362,1.9443,3.1,2.1187,0.0,2.8941,3.6033,2.1187,1.6481,2.8941,3.9328,14778.6154,16314.4444,16008.4783,13248.9375,54633.4783,56675.3125,171739.1739,120110.125,8266.1739,3046.5625,2381.4545,1653.7333,11721.3043,4466.0,VC479160,0.55
2.0059,2.8368,1.6868,4.57,2.3786,0.0,2.9088,3.5724,2.4574,0.0,2.9088,3.8212,33966.2857,19562.8,15797.0952,10298.0769,78506.5714,52494.8462,119797.8095,85153.9231,149.0,187.9231,2306.3333,1406.0,201.7,288.25,VE336225,0.58
3.02,4.271,2.1428,2.98,2.3845,2.2391,2.9360000000000004,3.6116,2.4423,2.0189,2.9360000000000004,3.79,17118.2222,11970.8462,17054.3704,11123.6667,78874.8621,49834.1304,136592.8621,83752.4348,346.5,145.7273,2237.8636,1520.5,1208.4643,1499.9545,VE392670,0.51
3.2827,4.6424,2.2391,2.612,2.3845,1.8449,2.9183,3.485,2.3178,1.8449,2.9183,3.6825,10224.1765,9226.2308,9192.0714,7540.5833,44867.8621,35471.84,87630.2759,66922.8,291.0714,172.8333,1198.4348,1006.1053,1618.7857,1872.9167,VF089023,0.39
2.1947,3.1038,2.0043,2.8067,2.2244,0.0,2.8852,3.573,2.2244,0.0,2.8852,3.6896,11448.75,4294.1,15656.5862,5930.5,61077.7,21564.7059,187202.6552,70191.4375,6909.3793,3070.0,2264.5714,907.7333,9401.6552,4598.3125,VF441895,0.28
2.8577,4.0415,2.1736,3.3475,2.2699,1.8755,2.9116,3.3136,2.2699,1.5802,2.9116,3.57,19256.2143,16784.9,16771.9615,11835.4,78627.3333,54700.7143,147366.1923,97058.5,429.2692,175.7,2143.8636,1532.4375,1303.08,1685.0,VE868303,0.54
1.7393,2.4597,2.1790000000000003,2.3433,2.3997,2.0043,2.9036,4.0544,2.3997,1.7076,2.9036,4.2594,17078.7273,9473.4,16368.35,7461.9091,57673.4,26555.5455,201158.9,91673.2727,9768.35,4448.0,2896.8235,1542.5,13250.45,6047.2727,VC375141,0.42
2.4495,3.4641,1.8755,2.045,2.3487,2.0496,2.8914,3.7824,2.3487,1.5802,2.8914,3.9643,8211.0,4075.5,12465.7037,5778.2222,43323.8519,22560.6111,151997.1481,67149.5556,7217.6296,2753.2778,2014.48,895.75,10286.5926,4401.8889,VC395347,0.58
3.02,4.271,2.2391,3.54,2.4423,1.55,2.9531,3.5246,2.3845,1.55,2.9531,3.6581,14080.3846,11304.4444,11356.0,8233.0435,57033.8621,39798.913,114190.9655,75149.8696,331.8621,139.3043,1469.9129999999998,1081.7647,244.1034,281.7826,VE094645,0.51
2.7111,3.8341,2.3032,2.6533,2.3698,2.1282,2.9547,3.5363,2.4276,1.5357,2.9547,3.6748,15928.0,10784.4,17337.8148,10044.5556,80942.8621,44535.2,146754.8,68806.9048,575.6429,165.0,2373.6364,1492.1538,373.8667,479.8095,VE646656,0.48
2.2188,3.1379,2.1899,2.995,2.1899,2.0659,2.8866,3.7235,2.1899,0.0,2.8866,3.9075,15298.3571,13304.5714,13622.2692,8680.5,48483.6538,34875.625,159439.1923,92202.375,7461.5769,3083.0,2297.4545,1420.1667,10568.2692,4766.875,VC375933,0.43
2.9399,4.1576,2.0340000000000003,2.9333,2.5084,2.1579,2.9513,3.584,2.4574,1.8599,2.9513,3.6792,13052.0625,12359.0,13443.8462,11193.0476,61919.7857,53465.0455,110748.5357,90729.8636,344.7857,225.1364,1666.4348,1416.4444,2692.0,2865.9091,VE111487,0.23
2.1773,3.0792,2.1736,2.81,2.2699,0.0,2.9116,3.3941,2.2699,0.0,2.9116,3.5609,9052.1875,10458.25,10432.963,9046.0,53431.2222,47383.5625,111186.4815,90600.0,320.1481,217.6875,1172.875,1055.8462,1367.3704,593.625,VE337348,0.36
2.0555,2.9069,0.0,0.0,2.4786,2.0043,2.9036,4.4169,2.4786,2.3997,2.9036,4.7106,8051.8,5871.0,11993.3,6434.9231,31531.05,21604.3077,152290.05,78274.0,9514.3,3762.2308,2228.1111,1138.1818,13701.35,5837.9231,VC506392,0.43
2.9488,4.1703,2.3392,3.916,2.4848,0.0,2.9176,3.7811,2.3392,1.9443,2.9398,3.8835,11034.1111,12405.125,8953.9565,8253.55,41503.1304,39709.55,69532.4348,65468.95,162.7826,146.8,1642.5,1632.9091,183.4783,210.75,VE072174,0.55
2.4495,3.4641,2.4732,3.0638,2.6111,0.0,2.967,4.0256,2.3487,1.8755,2.967,4.0528,13408.25,11742.3333,10146.7692,8822.6471,50147.5556,42935.4444,94925.7692,73520.5882,297.1923,154.7059,1217.4348,1106.1429,748.4231,594.5882,VE801961,0.43
3.302,4.6697,2.1141,3.29,2.289,1.9902,2.9071,3.2932,2.2103,1.8163,2.9071,3.4584,17405.8667,12639.4615,14677.0968,10432.5769,70636.8387,51594.3846,117259.5806,87150.5385,225.6129,146.8077,2193.6818,1623.2941,478.6774,348.8846,VE106673,0.51
2.5856,3.6566,2.0496,3.18,2.1736,1.8755,2.9116,3.3895,2.1736,0.0,2.9116,3.5173,13480.0,15814.1111,13212.3704,11868.0,65240.2308,58993.9444,115241.2222,94100.7368,316.3704,183.7368,1648.1304,1550.0,1123.6296,628.8947,VE856542,0.39
2.54,3.5921,2.4134,2.5,2.4134,1.8163,2.9715,3.7121,2.51,1.5219,2.9715,3.8883,20334.9375,16025.4,16359.0645,12462.1,78471.9032,59674.75,131982.2258,98464.3,298.6333,209.5789,1750.2,1343.5789,680.0323,570.65,VE835987,0.39
2.5456,3.6,2.3032,3.374,2.382,1.9085,2.8814,3.4084,2.382,1.6128,2.9248,3.6733,8980.6,8982.0,7285.913,5933.125,34614.4,27777.4444,71938.1667,56623.7059,248.3333,194.1176,1273.0714,1220.0,40.9583,41.2353,VF564423,0.4
2.8014,3.9618,2.1187,3.0167,2.4848,2.3392,2.8693,4.1476,2.5936,2.2428,2.8941,4.3861,13759.5385,9847.4,11218.8261,6994.6316,61105.5,37515.2778,109001.9565,58195.5789,367.3043,121.8947,1740.6875,1165.1667,112.9091,107.1111,VE336197,0.37
2.4495,3.4641,2.1736,3.01,2.4732,2.0496,2.9309,3.5965,2.4154,0.0,2.9493,3.6929,8561.1765,3368.5,11045.8148,5334.0,54886.4444,25240.8889,113394.5556,50987.8333,446.1111,176.2778,1523.9091,836.0769,1133.3333,1156.4444,VE309488,0.54
2.0555,2.9069,1.7076,4.33,2.3997,1.7076,2.8756,4.0007,2.4786,2.1790000000000003,2.9036,4.2075,10813.2727,9497.2857,11541.7895,8687.8333,63412.1875,43135.75,144912.25,94094.7692,3199.05,1360.6923,1455.9444,1050.0909,3339.95,1311.1538,VC375291,0.41
1.8333,2.5927,2.0496,2.155,2.3487,2.2244,2.8246,4.09,2.3487,0.0,2.8246,4.0092,24931.1429,26292.6667,14943.8889,9918.5455,86670.7143,51263.0,153635.6667,88266.6364,3286.8889,1349.1818,2206.2857,1713.0,3723.0556,1562.7273,VC344537,0.39
3.2071,4.5356,2.333,2.575,2.2542,1.8599,2.9336,3.2662,2.2542,1.5648,2.9336,3.4483,18490.9375,15832.5385,17149.8846,14501.4545,79068.7857,65696.5,142070.8571,112824.875,340.7692,209.9091,2024.6364,1760.3889,1501.4643,1735.5417,VE611181,0.66
2.7217,3.849,2.4154,3.04,2.5242,2.0496,2.9493,3.8254,2.5242,2.4154,2.9493,4.0125,4874.5,5702.8889,6053.7778,6039.3,33318.4444,34088.4,62151.4444,64998.4,229.5185,278.7,890.6087,992.125,763.4444,493.65,VE454655,0.54
1.6667,2.357,2.2244,3.3867,2.4453,2.3487,2.9213,3.4893,2.4453,2.2244,2.9213,3.6493,28124.1,14201.4,24423.5882,13891.0,109480.1667,57627.8,164510.4118,94118.0,151.4706,193.1111,3143.0,1938.2857,97.1111,95.1,VC470441,0.28
2.8402,4.0166,1.5357,2.14,2.2244,1.5357,2.9036,3.2892,2.1282,1.5357,2.9213,3.5388,13294.2778,7837.25,13857.5172,7825.6190000000015,65598.5333,35947.9091,135368.3929,71555.05,432.5172,174.4762,1753.9167,1039.8125,681.25,466.95,VE636607,0.4
3.5,4.9497,2.3419,3.07,2.4506,2.1004,2.9425,3.6875,2.3997,1.8028,2.9577,3.8141,16651.4444,13063.8571,13741.1935,10057.0,67263.125,48445.7143,121322.0625,81409.4286,327.6452,154.3333,1910.6957,1477.4737,1031.2812,1158.1786,VC504055,0.47
3.2827,4.6424,1.8449,3.555,2.3178,1.55,2.9183,3.4842,2.3845,1.8449,2.9360000000000004,3.6856,17767.6,11911.5833,14450.6429,9776.5417,70772.2069,47182.16,124980.8571,82443.2917,317.8214,197.3333,1872.6957,1313.7895,1703.4643,1961.25,VE749779,0.56
2.8062,3.9686,1.8599,2.655,2.1579,1.5648,2.9151,3.2157,2.1579,1.8599,2.9151,3.4174,23118.4375,15322.9,18262.8571,11072.0952,91113.8571,54140.6667,145620.25,91166.7619,198.7143,154.2857,2165.5,1424.7647,1182.1786,1540.6667,VC479158,0.66
2.8311,4.0038,1.9634,1.9467,2.3286,2.262,2.9444,3.4741,2.3286,1.9634,2.9444,3.5641,16672.0,12331.4286,15076.5,9993.7727,79962.3333,51321.5455,147813.1667,81941.4091,498.8,138.8182,1674.7857,1065.7,355.8,434.4545,VC503915,0.47
3.048,4.3105,1.9902,3.0267,2.3557,1.8163,2.9715,3.2938,2.3557,0.0,2.9715,3.4459,20120.2632,14650.7143,19137.6774,12485.7083,94459.4194,61625.4167,168177.6452,107329.125,411.1935,154.5833,2236.3929,1420.9524,1203.0667,1525.6522,VE835921,0.65
2.0642,2.9192,1.9443,2.65,2.2428,1.6481,2.8693,3.7541,2.2428,1.6481,2.8693,3.9729,16640.7143,13870.125,18546.6522,12520.1429,69616.7391,54245.4286,188667.4783,117716.1429,8271.1739,3488.1429,2808.0,1818.5833,11651.0,4969.0714,VC361356,0.45
2.8577,4.0415,1.5802,3.69,2.3487,2.0496,2.9116,3.39,2.3487,1.5802,2.9116,3.5514,16179.7143,13283.2727,15774.1154,10438.8,71486.0,47295.8571,127089.0741,76427.0952,400.2963,150.6667,2048.2727,1328.375,533.3333,658.8571,VC516901,0.56
2.0059,2.8368,2.1579,3.3433,2.3786,0.0,2.8246,3.9086,2.2821,0.0,2.8246,3.8186,6164.7273,6485.1667,8114.95,6224.5,40715.8824,30071.5,108926.9524,73270.0769,3081.2,1422.0,1245.375,1075.5,4452.7619,1999.1538,VE337350,0.51
2.794,3.9513,2.289,3.0,2.51,2.2103,2.9405,3.7452,2.51,2.2103,2.9563,3.8879,11959.5,8587.8,15362.7333,10097.9524,74120.871,47775.2273,142725.2667,83941.2381,479.0968,170.6364,1953.2308,1307.8824,353.0323,455.0455,VE501338,0.17
3.2271,4.5638,2.0618,2.7025,2.2366,1.4709,2.8879,3.2993,2.2366,1.4709,2.9036,3.4275,19481.5263,14341.0769,14926.5,10892.0769,70706.5714,51377.7037,119502.2571,86071.1481,163.6286,124.2593,2074.4583,1652.1176,2423.8857,1631.5185,VE085217,0.31
1.8333,2.5927,2.0496,2.635,2.3487,2.0496,2.8246,4.4175,2.4453,2.0496,2.8593,4.6585,16730.0,11735.25,14764.4118,8206.3,40908.4444,26262.0909,175270.7778,91554.0,10646.7222,4467.4545,2916.1429,1766.2857,14713.5556,6065.9091,VC361134,0.62
3.0735,4.3466,2.3997,3.4457,2.5953,1.8599,3.0004,3.7807,2.5541,2.1579,3.0004,3.9557,17552.2353,11385.6154,16585.037,10892.6364,79647.5714,50015.1304,138179.5357,83248.087,356.8519,159.1818,2224.0,1523.25,414.8519,472.2273,VE646427,0.43
2.8311,4.0038,2.4829,3.016,2.4373,1.9634,2.9733,3.3539,2.3286,1.7896,2.9733,3.4842,21816.3333,15222.1,18002.7273,9611.6957,88679.6061,47318.913,156504.9091,77282.3478,426.5152,129.5652,2170.2069,1190.0526,62.4848,37.2609,VF687035,0.49
1.8974,2.6833,2.0043,2.915,2.0043,1.7076,2.8136,3.6285,2.0043,0.0,2.8136,3.8246,11190.1,7961.8,14504.5,7975.0833,46080.15,30407.8333,180068.2,94969.0833,9593.05,4042.8333,2662.4706,1494.8889,13720.75,6341.3333,VC461316,0.61
2.3134,3.2717,2.0496,2.4433,2.3487,2.1736,2.967,3.414,2.3487,2.0496,2.967,3.5148,21649.0625,16000.7778,19420.4815,13220.2941,95621.7037,64085.2353,155583.5556,105461.1176,302.2593,191.5294,2282.2083,1638.0,786.5926,666.4706,VE310298,0.42
2.667,3.7717,2.1141,2.825,2.289,1.8163,2.8710000000000004,3.7804,2.289,1.9902,2.8710000000000004,3.8957,16853.7222,14770.4545,15593.6,11115.1,59899.3226,47217.381,162570.3226,96249.619,6522.4,2461.45,2229.25,1416.6111,8692.9032,3380.0,VE111465,0.64
3.3466,4.7329,2.1579,2.548,2.4119,1.4709,2.8879,3.7707,2.4119,1.7645,2.8879,3.9593,12617.7143,8737.3333,12576.3429,8113.1071,55831.9429,34704.3929,132846.9143,80466.0,2934.4286,1781.2857,2065.76,1458.6111,4787.3429,3605.9286,VF671336,0.51
2.1089,2.9824,2.0264,2.775,2.2011,0.0,2.8680000000000003,4.1964,2.4219,0.0,2.8680000000000003,4.5814,12397.3,15068.7143,15195.1579,13128.6923,45561.4737,55603.6154,168207.5789,123169.3077,9906.9474,3755.7692,2655.8235,1980.4545,13973.7895,5196.3846,VC382319,0.61
2.6726,3.7796,1.5648,2.92,2.333,1.5648,2.9151,3.4122,2.3997,2.0340000000000003,2.9336,3.6362,11915.0,7668.1429,9364.3333,4860.7368,49186.5357,25366.35,98714.8929,49258.55,332.1852,135.4211,1527.1667,992.4,3031.4074,2156.7368,VF095564,0.39
2.1089,2.9824,1.7294,3.0,2.3254,1.7294,2.8358,4.3038,2.4219,0.0,2.8358,4.4438,18996.0,18373.8,14737.6667,11210.25,40593.0,40826.3077,153128.7368,91935.5385,10423.7778,3924.9167,2589.5625,1719.3,14392.1053,5808.9231,VC383002,0.54
3.175,4.4901,2.2103,4.122,2.1141,0.0,2.8894,3.2879,2.1141,1.5219,2.8894,3.5617,14326.5,9649.8182,13567.4286,8296.0455,63879.9667,37702.5833,116506.4516,66297.36,416.8214,182.7727,1613.44,992.2105,1073.4333,1318.4583,VE802754,0.38
2.8062,3.9686,2.4574,2.8312,2.333,1.8599,2.8958,3.4832,2.333,1.8599,2.9151,3.7278,12976.875,11909.8182,12508.1538,10210.5789,61808.2222,49419.0,109427.8519,79310.9,325.6538,177.6316,1465.1304,1233.5,822.0,632.7895,VC497210,0.22
3.25,4.5962,2.1966,2.68,2.2753,1.9766,2.9104,3.4738,2.3419,1.9766,2.9104,3.7204,14952.1053,11150.5333,12620.5625,8777.3846,64176.1875,44664.2308,120458.9032,77188.08,333.7188,163.2692,1403.7241,975.1304,313.6552,370.5217,VE310292,0.48
3.125,4.4194,2.1966,3.5660000000000003,2.3419,2.1004,2.9104,3.5315,2.3997,2.3419,2.9425,3.6821,20226.3158,12606.3077,19353.9655,11442.4545,95617.1379,55676.0,148261.9677,83923.9583,354.3793,171.3182,2561.7391,1600.75,551.5667,668.8261,VE335631,0.55
3.048,4.3105,2.2103,2.682,2.5889,2.1141,2.9862,3.8473,2.5889,2.289,3.0004,3.9745,21416.2632,12289.1538,18768.8,10621.3913,91801.3226,49855.0,156310.0968,83544.0417,404.6333,184.087,2362.12,1328.3684,1303.5484,1622.6667,VE310413,0.31
1.9598,2.7716,1.6669999999999998,3.0,2.262,1.6669999999999998,2.8886,3.9065,2.262,1.9634,2.8886,4.1571,14651.6154,7138.8571,15102.4545,6689.8462,53587.4545,24428.2308,184634.4545,80552.7692,8878.5455,3760.6923,2480.6,1155.0909,12215.2273,5403.5385,VC344791,0.66
2.2087,3.1236,2.2792,2.86,2.3878,1.4476,2.9885,3.4958,2.3369,1.7408,2.9885,3.6647,24350.8182,14571.5,22900.8,12837.8824,102886.5405,55599.8421,161086.4865,88009.6842,253.0857,169.2353,2572.375,1599.3571,170.7297,262.2632,VE868306,0.22
3.375,4.773,2.1004,2.6925,2.3419,1.5085,2.9724,3.5827,2.3997,1.8028,2.9724,3.7773,16809.5333,10714.0,12576.9062,7863.3704,63068.3125,39506.1111,105472.6875,64582.1481,243.6875,121.3333,1614.3704,1037.0455,1508.4062,1764.4074,VE120328,0.65
2.4689,3.4915,2.3786,3.338,2.2821,0.0,2.9088,3.4753,2.2821,0.0,2.9088,3.6788,9182.8889,7968.5714,7694.6190000000015,5642.0,40539.381,30808.3125,78826.0,56601.0625,275.9048,196.875,1146.5333,925.1,27.8,24.4667,VC497377,0.53
