feature_counts@TOEIC_Script	Corrected_TTR,feature_counts@TOEIC_Script	Root_TTR,feature_counts@TOEIC_Script	aoa_freq,feature_counts@TOEIC_Script	aoa_score,feature_counts@TOEIC_Script	concrete_5,feature_counts@TOEIC_Script	concrete_6,feature_counts@TOEIC_Script	concrete_freq,feature_counts@TOEIC_Script	concrete_score,feature_counts@TOEIC_Script	image_5,feature_counts@TOEIC_Script	image_6,feature_counts@TOEIC_Script	image_freq,feature_counts@TOEIC_Script	image_score,feature_counts@TOEIC_Script	listenability_UV_GenSrvcList_token,feature_counts@TOEIC_Script	listenability_UV_GenSrvcList_type,feature_counts@TOEIC_Script	listenability_biber_token,feature_counts@TOEIC_Script	listenability_biber_type,feature_counts@TOEIC_Script	listenability_bnc_token,feature_counts@TOEIC_Script	listenability_bnc_type,feature_counts@TOEIC_Script	listenability_fisher_token,feature_counts@TOEIC_Script	listenability_fisher_type,feature_counts@TOEIC_Script	listenability_micaseBiber_token,feature_counts@TOEIC_Script	listenability_micaseBiber_type,feature_counts@TOEIC_Script	listenability_micase_token,feature_counts@TOEIC_Script	listenability_micase_type,feature_counts@TOEIC_Script	listenability_swb_train_token,feature_counts@TOEIC_Script	listenability_swb_train_type,AccNum,Rbis
2.2613,3.198,2.3585,2.602,2.3585,1.9634,2.8886,3.5829,2.504,1.6669999999999998,2.9134,3.865,11776.1667,4744.1429,12345.6842,5156.2308,62792.2,25607.6429,133645.0,54082.4286,558.0526,187.3077,1495.7059,635.4545,212.0,249.6923,VC505749,0.45
2.2627,3.2,1.9085,2.93,2.2068,2.0828,2.8814,3.6274,2.2068,1.9085,2.8814,3.9047,12145.6,9254.6667,15608.875,9469.8,54049.84,36724.5625,174927.36,92372.0625,7763.56,3048.25,2326.6522,1248.7857,10648.04,4231.0625,VF095567,0.35
2.0059,2.8368,0.0,0.0,1.9833,0.0,2.7924,3.73,1.9833,0.0,2.7924,3.9785,16130.6,9521.4,14561.7,7010.4167,45622.4286,23358.3077,180689.3,86042.5,9676.65,4088.6667,2382.8947,1144.6364,12757.619,5354.3077,VC506378,0.54
2.4529,3.4689,2.0043,2.9333,2.3698,1.8304,2.8852,3.923,2.3698,1.8304,2.9036,4.0929,14186.8235,8635.6667,13973.0,7089.3333,52156.7333,28422.4737,156957.2667,74105.0526,6558.0333,2610.6316,2350.5833,1270.1538,9767.7241,4211.0556,VF004940,0.48
2.9938,4.2339,2.2699,3.32,2.2699,1.5802,2.8703,3.28,2.2699,1.5802,2.8703,3.5045,9403.0,5766.2857,9152.6667,5391.5789,39112.5926,21898.6818,77923.963,43049.4545,337.7083,176.6842,1565.375,1051.7273,559.4074,669.5,VH014517,0.08
3.2275,4.5644,2.3032,3.3717,2.4276,1.5357,2.9384,3.4704,2.3698,1.8304,2.9384,3.6092,12614.25,7885.6667,13101.3929,8051.7826,62559.4828,36712.0833,119673.0667,67235.68,431.3929,157.4348,1757.1818,1062.1176,480.5172,549.6667,VE646441,0.43
2.4948,3.5282,2.0189,3.4367,2.3845,0.0,2.8806,3.8105,2.2391,1.55,2.8806,3.8927,14372.125,9190.3333,13991.1034,7810.5263,54423.2759,33456.4211,163198.4828,84625.7368,6745.931,2587.7895,2328.5417,1277.3571,9788.0357,4197.7778,VF646511,0.46
3.125,4.4194,1.9766,2.4267,2.3997,1.8028,2.9104,3.6142,2.4506,2.1004,2.9104,3.8208,22345.7059,15392.4167,19641.4138,12831.1818,89191.3226,56472.875,148617.5161,96303.7917,296.4,175.2609,2169.0370000000007,1391.65,648.5312,435.68,VE647375,0.44
2.5981,3.6742,2.3208,3.404,2.2244,1.6301,2.9425,3.4862,2.2244,0.0,2.9425,3.7971,9429.6,7419.4545,13036.5417,9272.8889,50735.0833,35776.6667,134565.1667,91220.2778,4187.375,2750.1111,1947.1429,1388.5333,5577.1667,3749.7222,VC389312,0.27
2.1106,2.9848,1.9634,3.625,2.3585,1.9634,2.9134,3.8583,2.3585,1.9634,2.9134,4.13,14423.3077,9225.5,14774.3182,8423.2857,51881.1818,34783.7857,177499.2727,94550.5714,8820.2273,3541.1429,2424.45,1317.0833,12090.4545,4834.7143,VE899158,0.47
2.8311,4.0038,2.3864,2.5738,2.4829,1.7896,2.9733,3.7016,2.4829,2.262,2.9733,3.901,20831.4211,12888.0,18890.6875,11998.0,89701.2727,56692.1304,140186.8182,94759.5652,194.375,154.4545,2166.3448,1412.7368,330.7273,428.2174,VC456517,0.63
2.375,3.3588,2.2753,2.7533,2.2753,1.5085,2.8933,3.6616,2.3419,0.0,2.8933,3.8076,11413.2381,7150.3636,14453.7188,7330.8421,56871.8438,28951.0,166499.5625,75579.8947,6188.8438,2566.2105,2338.9259,1242.5,8704.5938,4008.0,VE590440,0.38
2.4042,3.4,1.9085,2.58,2.382,1.9085,2.9036,3.5225,2.4487,1.9085,2.9248,3.6862,34468.9,21166.4,20020.28,10166.5294,97277.44,48973.9412,155461.375,84570.25,241.32,189.5882,2799.6842,1685.2727,569.6,778.3529,VE595326,0.23
1.8385,2.6,1.6128,1.92,2.382,2.2068,2.9248,3.4248,2.382,1.6128,2.9248,3.5143,15260.3846,7797.25,15690.28,5788.0,77073.16,27409.0,153515.32,53283.5385,653.48,212.4615,2157.8095,961.5556,623.24,1106.9231,VF005823,0.38
2.3575,3.334,2.0659,2.9967,2.2862,1.8917,2.9078,3.2605,2.2862,2.0659,2.9078,3.5014,13174.8667,4544.375,14546.1538,5354.5882,72742.9615,25735.4706,145975.5385,49519.7647,632.1538,203.0,1802.2917,698.8667,65.04,30.5,VE586940,0.29
2.687,3.8,2.2068,3.395,2.2068,1.6128,2.8579,3.1939,2.2068,0.0,2.8579,3.4217,13778.4545,13982.2857,13024.2727,10580.9375,55698.36,43062.3158,99595.76,70120.0526,356.4545,191.0,1683.2105,1422.4615,266.0,333.6667,VE085194,0.59
2.0801,2.9417,2.1899,3.0975,2.4317,2.2862,3.0004,3.8735,2.4317,1.5962,3.0004,4.0712,8104.75,7405.0,12944.0385,8925.2667,59918.3846,42695.4,107320.1923,77741.4,325.4615,184.2667,1575.4583,1072.8462,256.8462,407.7333,VC493932,0.5
3.266,4.6188,2.1736,3.6775,2.2699,1.8755,2.8480000000000003,3.4453,2.1736,1.8755,2.8914,3.6486,11645.1818,10129.7,8992.2222,7641.875,43967.4815,36822.9167,79536.963,63013.3333,238.037,167.2083,1330.2105,1165.375,137.1538,146.91299999999995,VF239795,0.52
2.4537,3.4701,1.6301,2.56,2.2244,1.6301,2.8756,3.8878,2.2244,0.0,2.8756,4.0972,8427.7273,6773.2857,10939.6667,6255.2941,32742.5,25650.2941,135778.125,72378.5882,7917.5833,2861.4706,2350.6111,1338.6364,11528.4167,4620.4706,VF091683,0.26
2.794,3.9513,2.4134,2.7225,2.4644,2.1141,2.9563,3.5671,2.4644,1.9902,2.9563,3.68,18861.1579,12826.5833,18249.4194,10623.3636,90233.8065,51801.8182,161093.5161,87312.5,474.0968,167.3182,2339.5385,1400.8824,221.3226,256.9091,VE629363,0.45
2.9693,4.1992,2.0043,3.49,2.3698,2.1282,2.9213,3.4336,2.3698,0.0,2.9213,3.5232,10641.7895,9340.6923,11382.0345,9244.4091,55702.3667,43184.3478,103830.1,73826.3913,328.7586,153.6818,1425.16,1138.5263,463.9,576.087,VC504056,0.55
3.3968,4.8038,2.1899,3.0133,2.3141,1.8917,2.928,3.4027,2.1899,1.7184,2.928,3.4906,19556.1429,12162.2857,16002.8974,8413.9333,79311.3333,42061.9333,139079.5641,68354.8333,379.2564,123.4667,1986.8182,1056.5,382.7692,457.4667,VE077522,0.58
2.4537,3.4701,1.926,2.27,2.3208,2.1004,2.8991,4.2195,2.3208,1.6301,2.8991,4.4026,12504.4167,14617.8889,14603.6522,13520.1875,46219.375,55969.6471,159105.8261,127774.8125,8191.3043,3061.3125,2431.2,1929.6923,11528.125,4630.8824,VE646796,0.5
2.75,3.8891,2.1004,2.6275,2.3997,1.5085,2.9267,3.8526,2.4506,1.8028,2.9267,4.0219,14381.2,9255.7692,14563.2812,8298.2727,59558.5161,37048.2381,166556.4688,85524.5,6174.0312,2234.5455,2292.1852,1221.2353,8549.4062,3404.8636,VC503942,0.56
2.6261,3.7139,2.4932,2.6956,2.5801,1.8449,2.9531,3.9319,2.5801,2.2391,2.9531,4.1419,19744.25,13200.9091,16825.3103,11506.6,80502.3103,54406.15,126422.5172,88562.05,208.5172,160.25,2051.28,1481.8125,391.6071,534.2632,VF650861,0.51
2.0412,2.8868,1.8755,3.17,2.5242,2.0496,2.9493,3.6608,2.4732,1.5802,2.9493,3.7212,13195.9333,4696.4286,14622.7407,5211.1333,75077.4231,27533.4286,148495.9615,51547.3571,606.7037,186.2667,2067.6364,888.8,200.8846,285.2143,VF641050,0.18
2.9399,4.1576,2.2542,2.884,2.3997,2.0340000000000003,2.9513,3.6068,2.3997,2.1579,2.9683,3.8165,12174.9286,7879.9,10629.5,6683.2727,51890.7407,32642.7619,97021.9286,60199.8636,295.8571,161.1364,1257.56,781.45,1996.1429,2108.5909,VF643332,0.37
2.0059,2.8368,1.6868,3.89,2.2821,1.9833,2.8825,4.0412,2.3786,1.9833,2.8825,4.2919,12165.5556,9349.5,13262.7143,6471.3846,40649.381,22840.6154,166654.8095,79847.3846,9145.1429,3746.2308,2472.3333,1269.4,12607.0952,5110.0,VC390360,0.5
2.8014,3.9618,2.3392,3.102,2.4181,2.1187,2.9398,3.6895,2.4181,0.0,2.9398,3.8005,11833.7273,11305.8889,11720.2273,9708.5,53230.1304,44375.3158,95145.8696,75367.5263,265.087,168.8421,1492.3684,1251.4667,879.9565,582.8947,VE106735,0.56
2.8284,4.0,2.2068,2.6025,2.4487,2.0828,2.8331,3.6912,2.3032,1.6128,2.8331,3.6894,12956.2222,6034.3333,10850.913,5305.3333,49737.48,23451.6,97527.32,43076.9,424.6522,169.8333,1675.5294,908.4167,253.96,289.5,VE646711,0.52
3.1704,4.4836,2.1899,2.8967,2.1899,1.8917,2.9008,3.1313,2.1899,1.7184,2.9146,3.3203,20955.4828,9585.2632,22378.4167,11267.28,102126.5897,50184.75,160503.5897,84895.1071,230.7027,208.5385,2533.7188,1402.0952,1868.1053,1894.3704,VE070267,0.43
1.8516,2.6186,1.9833,2.295,2.1579,1.6868,2.8246,3.7414,2.1579,0.0,2.8246,3.995,11460.25,6438.5,15198.2381,7216.4167,50969.8095,25559.4167,187219.9524,86365.6667,9237.4286,4055.75,2718.7222,1434.1111,12616.8571,5537.5,VC344462,0.59
2.5456,3.6,2.2068,3.83,2.382,1.6128,2.9827,3.275,2.382,1.6128,2.9827,3.5183,13474.0625,14707.9091,15732.52,14172.2778,74331.0,67402.5,133105.96,114938.6111,333.36,178.5556,1977.0952,1807.0714,442.28,593.2222,VE070147,0.45
2.9104,4.1160000000000005,2.2491,2.5333,2.5113,2.0743,2.9741,3.7394,2.5113,2.0743,2.9741,3.8484,19407.25,8298.3125,21001.0303,9463.0435,101140.3824,45402.625,165132.0,76080.4167,371.30300000000005,174.8696,2444.5,1137.4,362.2941,457.7917,VE070590,0.51
3.3566,4.7469,2.5242,3.062,2.5655,0.0,2.9857,3.8486,2.4786,1.8304,2.9857,4.0034,12165.2778,7637.5,11211.6786,7146.625,52957.8,33639.3846,93332.6207,60739.04,197.2414,132.2,1309.96,840.8571,1667.2414,1916.28,VF563989,0.38
3.0317,4.2875,2.2491,2.745,2.3157,1.7769,2.9162,3.4721,2.2491,1.483,2.9162,3.6268,9887.2381,3229.5714,12021.9375,4814.1304,58038.8824,22297.6,115982.6765,40782.36,496.625,137.08700000000002,1476.2069,605.85,612.7879,422.2083,VE646746,0.55
2.6348,3.7262,2.1899,3.395,2.1899,0.0,2.9078,3.2743,2.1899,1.8917,2.9078,3.3971,21356.3333,13237.625,16824.1667,10250.1765,81055.64,48480.0,137951.28,77569.0,389.5,166.2353,2305.1579,1549.4167,440.5833,573.1765,VC472854,0.49
2.687,3.8,2.382,2.93,2.5065,1.9085,2.945,3.6441,2.382,1.6128,2.945,3.7745,15171.9167,12699.25,14750.875,10084.6111,68393.0,46208.7895,126160.48,79086.5263,431.5,182.3889,1978.6,1391.1429,664.5417,852.2222,VF308794,0.53
2.4130000000000003,3.4125,1.9902,3.4133,2.4134,1.8163,2.9715,3.3738,2.4134,0.0,2.9715,3.4814,13482.6364,11302.7692,17373.8667,12094.2222,83126.0,55397.4737,149443.9677,89439.1579,494.4,176.8333,2038.5357,1403.5625,352.4839,522.9474,VE310412,0.55
2.0,2.8284,1.8028,2.58,2.3997,1.9766,2.9267,3.5437,2.4506,1.8028,2.9267,3.7096,11769.7727,4421.0,16070.0667,6348.0,78858.6129,30860.5333,151355.5625,52192.5,666.6774,209.3333,2033.9259,758.6154,78.9062,53.25,VE392661,0.55
2.9318,4.1461,1.9833,3.01,2.3786,1.6868,2.8545,3.7333,2.3786,0.0,2.8545,3.8333,10497.1667,10673.7273,12817.1905,12817.8947,58379.3158,56251.8333,131798.4286,123890.9474,3790.9048,3412.3684,1786.7895,1792.4118,6075.1905,5845.0526,VC390362,0.63
3.0311,4.2866,2.2244,3.795,2.2244,2.1004,2.8991,3.2974,2.2244,1.926,2.9213,3.5935,17059.3077,15288.2727,15031.3043,12021.3,70360.2083,55685.61900000001,125414.7917,93697.4762,384.6087,216.4,2057.6111,1658.6,1373.3333,1551.7619,VC476353,0.43
2.2116,3.1277,1.9443,2.86,1.9443,0.0,2.7851,3.8014,1.9443,0.0,2.7851,4.0564,19620.625,17516.5,13679.2381,8972.8462,42875.8182,34409.5,151427.2609,87979.5333,9147.7619,3812.2308,2592.4706,1720.6667,12040.0,4768.4286,VE647295,0.57
3.0317,4.2875,1.9505,2.6767,2.3735,1.7769,2.9461,3.459,2.3735,1.7769,2.9461,3.6137,15103.7647,13468.3333,11179.4242,10344.6667,55421.9118,50782.28,111205.0606,102750.5417,330.8182,411.0417,1352.2692,1348.7647,4339.8788,2050.2917,VF355283,0.54
2.2717,3.2127,2.2542,3.162,2.3997,1.5648,2.9847,3.4933,2.4574,1.5648,2.9847,3.7496,10302.7368,12234.8182,11944.6071,11617.3529,60044.8214,58632.2941,117151.0714,101635.0,279.3571,156.5294,1248.2963,1205.0625,1378.7857,657.9412,VE955108,0.49
2.8284,4.0,2.4487,2.6543,2.6031,2.2068,2.9643,4.0043,2.5575,2.3032,2.9827,4.2471,10176.0,5188.8,10379.9583,5967.3684,50385.48,27118.85,102524.68,53047.35,415.0,201.05,1252.9545,734.8824,78.96,70.85,VE801919,0.61
2.2627,3.2,1.9085,2.695,2.0828,0.0,2.8579,3.4233,2.0828,0.0,2.8579,3.69,9864.6667,5453.1111,13687.72,6851.6875,52615.4783,31893.0714,166379.04,79015.3125,7766.6,3053.0,2123.375,995.4,11037.48,4839.5625,VE083119,0.56
2.2717,3.2127,2.3997,2.5929,2.4574,2.0340000000000003,2.9151,3.617,2.4574,2.0340000000000003,2.9336,3.8179,9934.9474,11599.5455,11733.7143,11270.0,58708.3929,56431.1176,115065.6786,98200.2353,277.6071,153.6471,1326.48,1338.5,1399.8889,648.5,VE070592,0.59
2.794,3.9513,2.289,2.5833,2.4644,1.9902,3.0004,3.6155,2.4134,2.1141,3.0004,3.7758,14817.2,12659.2308,15936.1667,11816.1429,76161.129,54349.2273,140869.1613,92006.0909,445.4,183.9524,1802.2143,1327.2105,980.0,531.1364,VF656675,0.57
2.9210000000000003,4.1309,2.4134,2.7162,2.289,2.1141,2.9071,3.4016,2.289,1.8163,2.9071,3.5412,20294.1667,14135.5,18220.0357,12019.05,82358.0968,52076.7826,141139.3333,91367.6818,259.7586,143.9048,2041.88,1341.3529,694.7241,489.5714,VE868643,0.15
2.794,3.9513,2.289,3.2233,2.3557,1.5219,2.8710000000000004,3.3809,2.3557,1.5219,2.8894,3.51,15850.1579,10317.0,16406.3704,9179.3158,83148.7143,43637.4,164589.0741,73459.1053,593.6429,141.2,2197.8636,1334.5,226.0385,254.5,VC473667,0.28
2.6726,3.7796,2.1579,2.9925,2.2542,0.0,2.8958,3.2568,2.1579,1.5648,2.8958,3.4532,25527.3333,20405.8571,17688.25,11250.95,83144.2143,52851.7,138767.1786,86976.5,309.2143,173.4,2268.0435,1547.4667,410.2963,546.7895,VE647537,0.45
2.8577,4.0415,2.3487,2.8317,2.5242,1.5802,2.9493,3.7396,2.4154,1.5802,2.9493,3.7875,20659.0,17206.125,13714.7308,9503.15,69305.5185,47364.1429,113931.8148,79419.0,222.7308,166.3,1766.619,1321.0667,1239.2963,1570.7619,VE501127,0.24
2.286,3.2329,1.5219,2.31,2.3557,2.2103,2.9715,3.3466,2.3557,1.5219,2.9715,3.4959,13181.0476,7527.8182,16078.129,7957.3333,79877.6129,38819.4444,156366.0,70480.7222,598.6774,167.4444,1849.0333,858.1765,475.6452,742.7222,VF467708,0.53
2.0642,2.9192,1.9443,3.055,2.1187,0.0,2.843,3.3525,2.2428,0.0,2.8693,3.45,11614.7692,6418.1429,11839.8696,5780.2143,69629.1579,31700.0,154320.3478,71954.5,2919.3913,1208.1429,1615.7,837.6364,3392.0909,1884.7692,VC332828,0.67
2.9104,4.1160000000000005,2.1704,2.87,2.3735,1.7769,2.9461,3.3093,2.4244,1.7769,2.9461,3.568,15724.8696,12308.8571,18020.4194,12447.2857,87144.4545,56669.2609,155062.2647,89357.4583,555.5,216.5,2116.0714,1474.6667,58.0909,33.2609,VE801987,0.52
2.7136,3.8376,2.262,3.325,2.3585,1.6669999999999998,2.9134,3.5378,2.3585,0.0,2.9134,3.7211,10749.75,10213.1,11683.0909,9887.8333,55849.2273,47853.2222,99635.9091,81590.3889,329.4762,243.5882,1769.0625,1587.5,516.5455,620.7778,VC506418,0.54
3.0509,4.3146,1.5962,3.83,2.2862,1.5962,2.8866,3.4655,2.3651,1.5962,2.928,3.6641,8798.5333,5818.5833,10529.9231,7809.2273,54526.9583,38004.0476,116143.0769,79040.4091,1417.9615,825.1364,1268.875,926.55,1889.5385,1465.2273,VE590475,0.45
2.8577,4.0415,2.1736,3.095,2.2699,1.8755,2.9309,3.2991,2.2699,1.5802,2.9309,3.4578,13775.8462,8594.2222,10654.4231,6154.75,55763.4444,32017.0476,109307.5556,60696.9524,396.9615,180.25,1281.6087,759.0588,1199.7037,1515.9048,VC382313,0.44
3.2271,4.5638,2.1579,2.64,2.4574,2.0618,2.9189,3.5797,2.4987,1.9381,2.9189,3.7176,18418.4783,10380.8824,18886.2353,10916.6923,94165.2059,53799.6923,157326.4857,88529.7037,378.5,161.0385,2318.0,1356.7143,966.7714,1206.7037,VE392640,0.47
3.1514,4.4567,2.3178,3.4917,2.4423,1.55,2.9531,3.5335,2.4423,0.0,2.9694,3.6052,11371.25,12156.25,11494.75,10931.3043,56383.5172,52363.5833,102278.8966,91417.3333,205.75,146.0435,1328.4,1294.95,1854.0345,1856.2083,VE868308,0.47
3.1299,4.4264,2.1736,2.8025,2.2699,1.5802,2.8703,3.4805,2.3487,2.1736,2.8914,3.6167,20066.5,14521.1111,11800.6,9060.7143,55649.0,43172.4348,90513.0,73302.087,150.4,156.4286,1454.2857,1153.2353,1803.4074,2104.6522,VF086605,0.6
2.0555,2.9069,0.0,0.0,2.1790000000000003,2.0043,2.8457,4.1414,2.3997,0.0,2.8457,4.4279,21292.4444,20633.0,19131.6842,13537.0,61868.2,52600.3846,184498.5,118633.4615,9395.15,3730.3846,3751.2857,2955.8571,13258.1,5150.5385,VC361547,0.41
2.9210000000000003,4.1309,2.3557,3.6543,2.4644,1.9902,2.8894,3.7658,2.3557,1.5219,2.9071,3.856,17010.7273,13479.8,11182.8276,5935.4762,53942.4194,27788.5652,106879.1935,51424.5217,399.0333,154.1818,1661.5455,984.8571,2063.1613,1384.2174,VE632883,0.52
2.9693,4.1992,2.2244,2.502,2.4786,1.8304,2.9547,3.5756,2.4786,2.1282,2.9547,3.8837,7039.1176,5253.4167,9205.6667,6516.3043,45633.8966,32319.6364,89155.5333,60920.1304,275.0667,144.3913,1053.3214,729.4286,958.4828,836.3182,VF387647,0.49
2.8868,4.0825,2.1004,3.08,2.3997,1.6301,2.9425,3.5733,2.3997,0.0,2.9425,3.7676,10600.0909,7870.25,10301.6957,6927.8421,50049.8333,34080.2,94466.25,61231.8,355.5652,192.5789,1555.3529,1098.0769,32.6522,19.8421,VE653621,0.67
2.7217,3.849,2.4154,3.0214,2.4732,2.2699,2.967,3.804,2.5698,2.2699,2.9841,4.0004,7842.6316,3453.6667,9677.8889,5425.4,50256.2593,26397.3,103149.5556,52509.2,422.1852,175.2,1368.8571,697.5294,409.5556,514.4,VE518292,0.59
2.0616,2.9155,2.1704,2.65,2.3735,1.7769,2.9875,3.5042,2.4244,0.0,2.9875,3.65,27866.1176,20556.5714,21821.9394,13966.25,98766.4706,63974.6471,148348.0882,100969.1765,147.0606,174.375,2295.8125,1529.0,300.0882,536.8824,VE070049,0.33
2.5065,3.5447,2.2428,3.3325,2.2428,1.6481,2.8693,3.3741,2.2428,1.6481,2.8693,3.5929,8806.5,8806.5,8096.7778,5633.6667,35306.7273,22792.3125,68691.0909,44093.875,247.4,170.1429,1098.2143,886.375,935.6,680.9286,VE392687,0.36
2.0059,2.8368,1.9833,3.135,2.1579,0.0,2.8246,3.9979,2.2821,1.6868,2.8246,4.425,10186.5,11527.3333,11708.0476,6483.5385,30924.7143,21462.2308,147218.381,78202.1538,9056.1429,3744.8462,2385.2941,1391.1111,13475.2857,5836.3077,VE898288,0.59
2.9210000000000003,4.1309,2.3557,2.8129,2.289,1.5219,2.9715,3.5328,2.4134,1.5219,2.9715,3.8314,11722.9444,4639.5833,12905.2903,5406.3913,64133.9032,26088.6957,127220.5161,51586.6522,501.4839,172.1304,1589.2143,670.4,355.4839,438.6087,VE625446,0.31
1.8516,2.6186,2.1579,2.8267,1.9833,0.0,2.8246,3.6321,1.9833,0.0,2.8246,3.8886,14954.0,7700.4286,16164.5238,7847.4167,58745.4286,31024.75,196879.6667,93308.4167,9303.2381,4077.4167,3145.5,1917.4286,12623.1429,5549.75,VC344480,0.59
2.4121,3.4112,0.0,0.0,2.1379,0.0,2.8623,3.595,2.1379,0.0,2.8623,3.6231,12708.2727,14265.75,11229.0455,10636.0,62953.0556,56208.8667,129117.0,99941.0625,2786.1364,1060.8125,1439.85,1311.6429,3701.3182,1991.25,VF095568,0.54
2.8062,3.9686,2.0340000000000003,3.0633,2.3997,1.8599,2.9513,3.4256,2.3997,2.1579,2.9513,3.6512,13893.125,11818.6667,14555.6296,11871.35,69925.2857,56022.5714,127298.6071,93984.7619,387.8148,174.9,1822.6957,1511.5625,385.3214,480.381,VE392702,0.43
1.6583,2.3452,1.9634,3.83,2.504,2.1379,2.9591,3.532,2.504,1.6669999999999998,2.9803,3.6619,13772.0,7258.0,15849.9545,6290.4545,76656.3182,29488.1818,151940.6364,57211.3636,666.3182,266.7273,2136.5263,1019.5,57.9545,26.8182,VC461323,0.56
1.9799,2.8,2.2068,2.81,2.5065,0.0,2.945,3.6464,2.5065,1.6128,2.9643,3.8222,6143.5625,4641.0,8667.1667,5466.0,42723.6,27398.8571,93242.48,55616.2143,326.1667,205.1538,990.6364,670.0909,1478.04,680.7143,VE956475,0.56
2.3575,3.334,2.0659,3.27,2.2862,1.5962,2.8866,3.832,2.2862,0.0,2.9078,4.0576,13747.0,11695.75,15332.28,9421.3125,52911.3077,36002.4118,171908.4615,92611.1176,7785.92,3083.1875,2587.2381,1525.1667,10196.0385,3917.2353,VF798571,0.29
2.0059,2.8368,1.6868,1.97,2.1579,1.9833,2.7577,3.8442,2.1579,1.9833,2.7577,4.0783,15409.5455,9301.0,14275.2381,7128.5385,47754.0952,26801.7692,176322.9524,86269.6923,9268.8571,3859.7692,2557.6667,1335.4,12664.6667,5204.1538,VC375232,0.4
2.7735,3.9223,2.1899,2.47,2.5405,0.0,2.9472,3.6448,2.4317,2.0659,2.9472,3.703,25231.6875,12743.8182,22862.4615,12919.85,106386.1154,53586.15,187913.0769,112946.55,2087.9231,2506.05,2978.6818,1905.9375,3673.9231,4719.15,VE312787,0.61
2.687,3.8,1.6128,4.86,1.6128,1.6128,2.8814,2.8895,1.6128,0.0,2.9036,3.144,13691.6,8295.6667,12251.8636,7011.3125,55727.48,29695.4737,112697.25,60151.5,417.3478,181.3529,1510.1,898.1429,1738.875,2286.5556,VE832190,0.48
2.8577,4.0415,2.2699,2.6,2.4732,2.1736,2.967,3.7624,2.5698,2.3487,2.967,3.9848,15984.5,12891.8182,14441.7778,10217.1429,73894.4815,49424.5238,134497.5185,80310.1429,423.6296,157.6667,1874.5909,1378.375,68.03699999999999,51.4286,VE801932,0.56
2.7217,3.849,2.1736,3.32,2.3487,1.8755,2.8914,3.3924,2.3487,2.0496,2.8914,3.6481,13339.2308,7612.875,12319.2593,6827.35,61479.2222,33050.5,120783.5185,61757.75,437.1111,153.0,1794.75,1066.1538,274.8148,185.05,VE309977,0.56
3.25,4.5962,2.3997,3.1,2.4506,1.9766,2.9425,3.4729,2.4506,2.1966,2.9425,3.7121,16578.4737,12239.9286,16427.7,11303.1667,76415.9688,51425.6923,143741.4839,89773.28,380.2903,130.04,2203.5217,1580.6471,49.1613,30.56,VF005036,0.45
2.2627,3.2,1.6128,1.53,2.4487,1.9085,2.9248,3.9871,2.4487,2.3032,2.9248,4.2824,10809.5333,8755.6667,13540.8,8564.375,43516.08,33899.0,152827.32,90210.6875,7642.44,3092.8125,2095.913,1212.0,11349.2,4787.75,VC493953,0.66
2.9693,4.1992,1.8304,2.625,2.3032,1.5357,2.8659,3.5759,2.3032,2.2244,2.8659,3.6505,22265.1667,10165.5455,19363.5,9250.619,98936.5556,46278.3,145368.1034,77698.6364,790.8929,999.4762,2469.6522,1312.1875,1329.5357,1697.9524,VE109016,0.56
